"fid","hospital_name","address","address2","city","state","zip","telephone","type","status","population","county","country","latitude","longitude","website","state_id","beds","trauma","helipad","caring_system","funding","affilition","regular_beds","nicu_beds","opened","pediatric_trauma_level","nicu_level","ranked_specialties","childrens_hospital"
231,"Hollywood Pavilion","1201 N 37Th Ave","Not Available","Hollywood","FL",33021,"(954) 962-1355","Psychiatric Hospital","Open",46,"Broward","US",26.0206,-80.1802,"http://www.hollywoodpavilion.com","10060",46,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,"Holy Cross Hospital","4725 N Federal Hwy","Not Available","Fort Lauderdale","FL",33308,"(954) 771-8000","General Acute Care Hospital","Open",571,"Broward","US",26.1865,-80.1199,"http://www.holy-cross.com","9888",571,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,"Kindred Hospital-South Florida-Ft Lauderdale","1516 E Las Olas Blvd","Not Available","Fort Lauderdale","FL",33301,"(954) 764-8900","Long Term Care Hospital","Open",123,"Broward","US",26.1191,-80.1275,"http://www.khfortlauderdale.com/","9925",123,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,"Kindred Hospital-South Florida-Hollywood","1859 Van Buren St","Not Available","Hollywood","FL",33020,"(954) 920-9000","General Acute Care Hospital","Open",124,"Broward","US",26.0098,-80.1443,"http://www.khsfhollywood.com/","9860",124,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,"Memorial Hospital Miramar","1901 Sw  172Nd Ave","Not Available","Miramar","FL",33029,"(954) 538-4800","General Acute Care Hospital","Open",178,"Broward","US",25.9909,-80.3727,"http://www.mhs.net","165500",178,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,"Memorial Hospital Pembroke","7800 Sheridan St","Not Available","Pembroke Pines","FL",33024,"(954) 962-9650","General Acute Care Hospital","Open",149,"Broward","US",26.0298,-80.2456,"http://www.memorialpembroke.com/","10010",149,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,"Memorial Hospital West","703 N Flamingo Rd","Not Available","Pembroke Pines","FL",33028,"(954) 436-5000","General Acute Care Hospital","Open",304,"Broward","US",26.013,-80.3108,"http://www.mhs.net","10140",304,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,"Memorial Regional Hospital","3501 Johnson St","Not Available","Hollywood","FL",33021,"(954) 987-2000","General Acute Care Hospital","Open",713,"Broward","US",26.0189,-80.18,"http://www.mhs.net","9857",713,"I","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,"Memorial Regional Hospital South","3600 Washington St","Not Available","Hollywood","FL",33021,"(954) 518-5001","General Acute Care Hospital","Open",280,"Broward","US",26.0022,-80.1799,"http://www.memorialregionalsouth.com","10010",280,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,"North Shore Medical Center - Fmc Campus","5000 W Oakland Park Blvd","Not Available","Lauderdale Lakes","FL",33313,"(954) 735-6000","General Acute Care Hospital","Open",459,"Broward","US",26.1634,-80.2186,"http://www.fmc-campus.com","9994",459,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,"Northwest Medical Center","2801 N State Rd 7","Not Available","Margate","FL",33063,"(954) 974-0400","General Acute Care Hospital","Open",215,"Broward","US",26.263,-80.2029,"http://www.northwestmed.com","9981",215,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,"Plantation General Hospital","401 Nw 42Nd Ave","Not Available","Plantation","FL",33317,"(954) 587-5010","General Acute Care Hospital","Open",264,"Broward","US",26.1264,-80.2053,"http://www.plantationgeneral.com","9964",264,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,"South Florida State Hospital","800 E Cypress Dr","Not Available","Pembroke Pines","FL",33025,"(954) 392-3000","Psychiatric Hospital","Open",355,"Broward","US",26.0014,-80.2498,"http://www.geocarellc.com/Locations/SouthFloridaStateHospital","10050",355,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,"St Anthony's Rehabilitation Hospital","3487 Nw 30Th St","Not Available","Lauderdale Lakes","FL",33311,"(954) 739-6233","Rehabilitation Hospital","Open",26,"Broward","US",26.1636,-80.1935,"http://www.catholichealthservices.org","10040",26,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,"University Hospital and Medical Center","7201 N University Dr","Not Available","Tamarac","FL",33321,"(954) 721-2200","General Acute Care Hospital","Open",317,"Broward","US",26.2122,-80.2542,"http://www.uhmchealth.com","10010",317,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,"Westside Regional Medical Center","8201 W Broward Blvd","Not Available","Plantation","FL",33324,"(954) 476-3915","General Acute Care Hospital","Open",215,"Broward","US",26.1233,-80.2597,"http://www.westsideregional.com","10010",215,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,"Charlotte Regional Medical Center","809 E Marion Ave","Not Available","Punta Gorda","FL",33950,"(941) 637-3128","General Acute Care Hospital","Open",280,"Charlotte","US",26.9409,-82.0403,"http://www.rmchealth.com","9865",280,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,"Fawcett Memorial Hospital","21298 Olean Blvd","Not Available","Port Charlotte","FL",33952,"(941) 629-1181","General Acute Care Hospital","Open",238,"Charlotte","US",26.9884,-82.0981,"http://www.fawcetthospital.com","10020",238,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,"Peace River Regional Medical Center","2500 Harbor Blvd","Not Available","Port Charlotte","FL",33952,"(941) 766-4122","General Acute Care Hospital","Open",254,"Charlotte","US",26.9889,-82.0957,"http://www.charlotteregional.com/locations/peace-river-regional-medical-center","9892",254,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,"Citrus Memorial Hospital","502 Highland Blvd","Not Available","Inverness","FL",34452,"(352) 726-1551","General Acute Care Hospital","Open",198,"Citrus","US",28.834,-82.3358,"http://www.citrusmh.com","9846",198,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,"Seven Rivers Regional Medical Center","6201 N Suncoast Blvd","Not Available","Crystal River","FL",34428,"(352) 795-6560","General Acute Care Hospital","Open",128,"Citrus","US",28.952,-82.6245,"http://www.srrmc.com","10030",128,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
252,"Depoo Hospital","1200 Kennedy Dr","Not Available","Key West","FL",33040,"(305) 294-5531","General Acute Care Hospital","Open",49,"Monroe","US",24.5642,-81.7674,"http://www.lkmc.com/locations/depoo-medical-building","9950",49,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,"Fishermen's Hospital","3301 Overseas Hwy","Not Available","Marathon","FL",33050,"(305) 743-5576","General Acute Care Hospital","Open",25,"Monroe","US",24.7104,-81.0944,"http://www.fishermenshospital.com","9847",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,"Lower Keys Medical Center","5900 College Rd","Not Available","Key West","FL",33040,"(305) 294-5531","General Acute Care Hospital","Open",90,"Monroe","US",24.5808,-81.7426,"http://www.lkmc.com","9983",90,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255,"Mariners Hospital","91500 Overseas Hwy","Not Available","Tavernier","FL",33070,"(305) 434-3000","General Acute Care Hospital","Open",25,"Monroe","US",25.0062,-80.5223,"http://baptisthealth.net/en/facilities/mariners-hospital/Pages/default.aspx","9958",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,"Anne Bates Leach Eye Hospital","900 Nw 17Th St","Not Available","Miami","FL",33136,"(305) 326-6000","General Acute Care Hospital","Open",58,"Miami-Dade","US",25.7911,-80.2108,"http://www.bascompalmer.org","10020",58,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,"Aventura Hospital and Medical Center","20900 Biscayne Blvd","Not Available","Aventura","FL",33180,"(305) 682-7000","General Acute Care Hospital","Open",359,"Miami-Dade","US",25.9702,-80.1454,"http://www.aventurahospital.com","9935",359,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,"Earl And Lorraine Miller Childrens Hospital","2801 Atlantic Avenue","Not Available","Long Beach","CA",90806,"Not Available","General Acute Care Hospital","Open",383,"Los Angeles","US",33.8082,-118.185,"http://www.memorialcare.org","Not Available",383,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,"East Los Angeles Doctors Hospital","4060 Whittier Boulevard","Not Available","Los Angeles","CA",90023,"Not Available","General Acute Care Hospital","Open",127,"Los Angeles","US",34.0236,-118.184,"http://www.elalax.com","Not Available",127,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,"East Valley Hospital Medical Center","150 West Route 66","Not Available","Glendora","CA",91740,"Not Available","General Acute Care Hospital","Open",118,"Los Angeles","US",34.1275,-117.865,"http://www.evhmc.com/","Not Available",118,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,"Encino Hospital Medical Center","16237 Ventura Boulevard","Not Available","Encino","CA",91436,"Not Available","General Acute Care Hospital","Open",151,"Los Angeles","US",34.1572,-118.487,"http://www.encinomed.com","Not Available",151,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,"Foothill Presbyterian Hospital-Johnston Memorial","250 South Grand Avenue","Not Available","Glendora","CA",91741,"Not Available","General Acute Care Hospital","Open",105,"Los Angeles","US",34.1327,-117.871,"http://www.cvhp.org/Our_Facilities/Foothill_Presbyterian.aspx","Not Available",105,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
263,"Garfield Medical Center","525 North Garfield Avenue","Not Available","Monterey Park","CA",91754,"Not Available","General Acute Care Hospital","Open",210,"Los Angeles","US",34.0682,-118.124,"http://www.garfieldmedicalcenter.com","Not Available",210,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,"Gateways Hospital And Mental Health Center","1891 Effie Street","Not Available","Los Angeles","CA",90026,"Not Available","Psychiatric Hospital","Open",55,"Los Angeles","US",34.0852,-118.257,"http://www.gatewayshospital.org","Not Available",55,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,"Glendale Adventist Medical Center - Wilson Terrace","1509 East Wilson Terrace","Not Available","Glendale","CA",91206,"Not Available","General Acute Care Hospital","Open",462,"Los Angeles","US",34.1504,-118.23,"http://www.glendaleadventist.com","Not Available",462,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,"Glendale Memorial Hospital And Health Center","1420 South Central Avenue","Not Available","Glendale","CA",91204,"Not Available","General Acute Care Hospital","Open",285,"Los Angeles","US",34.1282,-118.257,"http://www.glendalememorial.com","Not Available",285,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,"Good Samaritan Hospital-Los Angeles","1225 Wilshire Boulevard","Not Available","Los Angeles","CA",90017,"Not Available","General Acute Care Hospital","Open",374,"Los Angeles","US",34.0547,-118.265,"http://www.goodsam.org","Not Available",374,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,"Greater El Monte Community Hospital","1701 Santa Anita Avenue","Not Available","South El Monte","CA",91733,"Not Available","General Acute Care Hospital","Open",46,"Los Angeles","US",34.048,-118.043,"http://www.greaterelmonte.com","Not Available",46,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,"Henry Mayo Newhall Memorial Hospital","23845 West Mcbean Parkway","Not Available","Valencia","CA",91355,"Not Available","General Acute Care Hospital","Open",238,"Los Angeles","US",34.3977,-118.554,"http://www.henrymayo.com","Not Available",238,"II","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,"Hollywood Community Hospital Of Hollywood","6245 De Longpre Avenue","Not Available","Hollywood","CA",90028,"Not Available","General Acute Care Hospital","Open",45,"Los Angeles","US",34.0964,-118.325,"http://hollywoodcommunityhospital.org/","Not Available",45,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,"Hollywood Community Hospital Of Van Nuys","14433 Emelita Street","Not Available","Van Nuys","CA",91401,"Not Available","General Acute Care Hospital","Open",60,"Los Angeles","US",34.1769,-118.448,"http://altacorp.com/altacorp/our-hospitals/vnch-menu.html","Not Available",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,"Hollywood Presbyterian Medical Center","1300 North Vermont Avenue","Not Available","Los Angeles","CA",90027,"Not Available","General Acute Care Hospital","Open",434,"Los Angeles","US",34.0965,-118.29,"http://www.hollywoodpresbyterian.com","Not Available",434,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
273,"Huntington Memorial Hospital","100 W. California Boulevard","Not Available","Pasadena","CA",91105,"Not Available","General Acute Care Hospital","Open",540,"Los Angeles","US",34.1344,-118.153,"http://www.huntingtonhospital.com","Not Available",540,"II","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
274,"Joyce Eisenberg Keefer Medical Center","7150 Tampa Avenue","Not Available","Reseda","CA",91335,"Not Available","Psychiatric Hospital","Open",249,"Los Angeles","US",34.2005,-118.553,"http://www.jha.org","Not Available",249,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
275,"Kaiser Permanente Baldwin Park Medical Center","1011 Baldwin Park Blvd.","Not Available","Baldwin Park","CA",91706,"Not Available","General Acute Care Hospital","Open",254,"Los Angeles","US",34.0653,-117.986,"http://whttp://www.kaiserpermanente.orgww.kp.org","Not Available",254,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,"Kaiser Permanente Los Angeles Medical Center","4867 Sunset Boulevard","Not Available","Los Angeles","CA",90027,"Not Available","General Acute Care Hospital","Open",464,"Los Angeles","US",34.0986,-118.294,"http://www.kaiserpermanente.org","Not Available",464,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,"Kaiser Fnd Hosp - Mental Health Center","765 College Street","Not Available","Los Angeles","CA",90012,"Not Available","General Acute Care Hospital","Open",68,"Los Angeles","US",34.0669,-118.243,"http://www.kaiserpermanente.org","Not Available",68,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,"Kaiser Permanente Panorama City","13652 Cantara Street","Not Available","Panorama City","CA",91402,"Not Available","General Acute Care Hospital","Open",147,"Los Angeles","US",34.2186,-118.43,"http://www.kaiserpermanente.org","Not Available",147,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,"Kaiser Permanente South Bay","25825 South Vermont Avenue","Not Available","Harbor City","CA",90710,"Not Available","General Acute Care Hospital","Open",231,"Los Angeles","US",33.7886,-118.296,"http://www.kaiserpermanente.org","Not Available",231,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,"Kaiser Permanente West Los Angeles Medical Center","6041 Cadillac Avenue","Not Available","Los Angeles","CA",90034,"Not Available","General Acute Care Hospital","Open",172,"Los Angeles","US",34.0385,-118.375,"http://www.kaiserpermanente.org","Not Available",172,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,"Kaiser Permanente Woodland Hills Medical Center","5601 De Soto Avenue","Not Available","Woodland Hills","CA",91367,"Not Available","General Acute Care Hospital","Open",175,"Los Angeles","US",34.1704,-118.59,"http://www.kaiserpermanente.org","Not Available",175,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,"Kaiser Permanente Downey Medical Center","9333 Imperial Highway","Not Available","Downey","CA",90242,"Not Available","General Acute Care Hospital","Open",266,"Los Angeles","US",33.9195,-118.129,"http://www.kaiserpermanente.org","Not Available",266,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,"Keck Hospital Of Usc","1500 San Pablo Street","Not Available","Los Angeles","CA",90033,"Not Available","General Acute Care Hospital","Open",220,"Los Angeles","US",34.062,-118.201,"http://www.keckhospitalofusc.org","Not Available",220,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,"Kedren Community Mental Health Center","4211 South Avalon Boulevard","Not Available","Los Angeles","CA",90011,"Not Available","Psychiatric Hospital","Open",72,"Los Angeles","US",34.0073,-118.266,"http://www.kedrenmentalhealth.com","Not Available",72,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,"Kindred Hospital - La Mirada","14900 East Imperial Highway","Not Available","La Mirada","CA",90637,"Not Available","General Acute Care Hospital","Open",86,"Los Angeles","US",33.9164,-118.013,"http://www.kindredlamirada.com/","Not Available",86,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286,"Kindred Hospital - Los Angeles","5525 West Slauson Avenue","Not Available","Los Angeles","CA",90056,"Not Available","General Acute Care Hospital","Open",81,"Los Angeles","US",33.9901,-118.378,"http://www.kindredhospitalla.com/","Not Available",81,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,"Kindred Hospital - San Gabriel Valley","845 North Lark Ellen Avenue","Not Available","West Covina","CA",91791,"Not Available","General Acute Care Hospital","Open",76,"Los Angeles","US",34.0872,-117.917,"http://www.kindredsangabriel.com/","Not Available",76,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,"Kindred Hospital Baldwin Park","14148 Francisquito Avenue","Not Available","Baldwin Park","CA",91706,"Not Available","General Acute Care Hospital","Open",72,"Los Angeles","US",34.063,-117.967,"http://www.khbaldwinpark.com","Not Available",72,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,"Kindred Hospital South Bay","1246 West 155Th Street","Not Available","Gardena","CA",90247,"Not Available","General Acute Care Hospital","Open",84,"Los Angeles","US",33.8901,-118.297,"http://www.khsouthbay.com/","Not Available",84,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,"La Casa Psychiatric Health Facility","6060 Paramount Blvd.","Not Available","Long Beach","CA",90805,"Not Available","Psychiatric Hospital","Open",16,"Los Angeles","US",33.8651,-118.156,"http://www.telecarecorp.com/","Not Available",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,"Lac+Usc Medical Center","1200 North State Street","Not Available","Los Angeles","CA",90033,"Not Available","General Acute Care Hospital","Open",633,"Los Angeles","US",34.0596,-118.208,"http://www.lacusc.org","Not Available",633,"I, II Pediatric","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,"Lac/Harbor-Ucla Medical Center","1000 West Carson Street","Not Available","Torrance","CA",90502,"Not Available","General Acute Care Hospital","Open",350,"Los Angeles","US",33.8305,-118.292,"http://www.humc.edu","Not Available",350,"I, II Pediatric","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,"Lac/Rancho Los Amigos National Rehab Center","7601 East Imperial Highway","Not Available","Downey","CA",90242,"Not Available","General Acute Care Hospital","Open",207,"Los Angeles","US",33.9284,-118.159,"http://www.rancho.org","Not Available",207,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,"Lakewood Regional Medical Center","3700 East South Street","Not Available","Lakewood","CA",90712,"Not Available","General Acute Care Hospital","Open",153,"Los Angeles","US",33.8597,-118.148,"http://www.lakewoodregional.com","Not Available",153,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,"Long Beach Memorial Medical Center","2801 Atlantic Avenue","Not Available","Long Beach","CA",90806,"Not Available","General Acute Care Hospital","Open",420,"Los Angeles","US",33.8082,-118.187,"http://www.memorialcare.org/LongBeach","Not Available",420,"II, II Pediatric","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,"Los Angeles Community Hospital","4081 East Olympic Boulevard","Not Available","Los Angeles","CA",90023,"Not Available","General Acute Care Hospital","Open",180,"Los Angeles","US",34.0193,-118.187,"http://www.altacorp.com","Not Available",180,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"Los Angeles County Olive View-Ucla Medical Center","14445 Olive View Drive","Not Available","Sylmar","CA",91342,"Not Available","General Acute Care Hospital","Open",275,"Los Angeles","US",34.3259,-118.446,"http://www.ladhs.org","Not Available",275,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
298,"Los Angeles Metropolitan Med Ctr-Hawthorne Campus","13300 So. Hawthorne Boulevard","Not Available","Hawthorne","CA",90250,"Not Available","General Acute Care Hospital","Open",64,"Los Angeles","US",33.9117,-118.352,"http://www.lammc.com/","Not Available",64,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,"Los Angeles Metropolitan Medical Center","2231 South Western Avenue","Not Available","Los Angeles","CA",90018,"Not Available","General Acute Care Hospital","Open",149,"Los Angeles","US",34.0351,-118.309,"http://www.lammc.com/","Not Available",149,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,"Marina Del Rey Hospital","4650 Lincoln Boulevard","Not Available","Marina Del Rey","CA",90291,"Not Available","General Acute Care Hospital","Open",90,"Los Angeles","US",33.9822,-118.439,"http://www.marinahospital.com","Not Available",90,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,"Memorial Hospital Of Gardena","1145 W. Redondo Beach Blvd.","Not Available","Gardena","CA",90247,"Not Available","General Acute Care Hospital","Open",172,"Los Angeles","US",33.893,-118.295,"http://mhglax.com/","Not Available",172,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,"Methodist Hospital Of Southern California","300 West Huntington Drive","Not Available","Arcadia","CA",91007,"Not Available","General Acute Care Hospital","Open",394,"Los Angeles","US",34.1345,-118.042,"http://www.methodisthospital.org","Not Available",394,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,"Metropolitan State Hospital","11400 South Norwalk Boulevard","Not Available","Norwalk","CA",90650,"Not Available","Psychiatric Hospital","Open",657,"Los Angeles","US",33.9272,-118.067,"http://www.dmh.ca.gov","Not Available",657,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,"Miracle Mile Medical Center","6000 San Vicente Boulevard","Not Available","Los Angeles","CA",90036,"Not Available","General Acute Care Hospital","Open",17,"Los Angeles","US",34.0574,-118.362,"http://www.miraclemilemedicalcenter.com","Not Available",17,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,"Mission Community Hospital - Panorama Campus","14850 Roscoe Boulevard","Not Available","Panorama City","CA",91402,"Not Available","General Acute Care Hospital","Open",115,"Los Angeles","US",34.2204,-118.457,"http://www.mchonline.org","Not Available",115,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,"Monrovia Memorial Hospital","323 South Heliotrope Avenue","Not Available","Monrovia","CA",91016,"Not Available","General Acute Care Hospital","Open",49,"Los Angeles","US",34.1488,-117.993,"http://www.monroviamemorial.com","Not Available",49,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,"Monterey Park Hospital","900 South Atlantic Boulevard","Not Available","Monterey Park","CA",91754,"Not Available","General Acute Care Hospital","Open",101,"Los Angeles","US",34.0495,-118.138,"http://www.montereyparkhosp.com","Not Available",101,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,"Motion Picture And Television Hospital","23388 Mulholland Drive","Not Available","Woodland Hills","CA",91364,"Not Available","General Acute Care Hospital","Open",250,"Los Angeles","US",34.158,-118.637,"http://www.mptvfund.org","Not Available",250,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,"Northridge Hospital Medical Center","18300 Roscoe Boulevard","Not Available","Northridge","CA",91328,"Not Available","General Acute Care Hospital","Open",371,"Los Angeles","US",34.2198,-118.533,"http://www.northridgehospital.org","Not Available",371,"II, II Pediatric","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,"Norwalk Community Hospital","13222 Bloomfield Avenue","Not Available","Norwalk","CA",90650,"Not Available","General Acute Care Hospital","Open",328,"Los Angeles","US",33.9107,-118.064,"http://www.norwalkhospital.org/","Not Available",328,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,"Olympia Medical Center","5900 West Olympia Blvd","Not Available","Los Angeles","CA",90036,"Not Available","General Acute Care Hospital","Open",204,"Los Angeles","US",34.0573,-118.361,"http://www.olympiamc.com","Not Available",204,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,"Pacific Alliance Medical Center, Inc.","531 West College Street","Not Available","Los Angeles","CA",90012,"Not Available","General Acute Care Hospital","Open",138,"Los Angeles","US",34.0649,-118.239,"http://www.pamc.net","Not Available",138,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,"Largo Medical Center - Indian Rocks","2025 Indian Rocks Rd","Not Available","Largo","FL",33774,"(727) 581-9474","General Acute Care Hospital","Open",245,"Pinellas","US",27.8987,-82.8249,"http://www.irmc.cc","9838",245,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,"Pacific Hospital Of Long Beach","2776 Pacific Avenue","Not Available","Long Beach","CA",90806,"Not Available","General Acute Care Hospital","Open",157,"Los Angeles","US",33.8071,-118.193,"http://www.phlb.org","Not Available",157,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
