hospital_name,address,city,state,zip,type,status,population,county,country,latitude,longitude,website,beds,trauma,helipad,childrens hospital
LOUISIANA HEART HOSPITAL,64030 HIGHWAY 434,LACOMBE,LA,70445,SPECIAL,OPEN,58,ST. TAMMANY,USA,30.35756056,-89.91543951,http://www.louisianaheart.com,58.0,NOT AVAILABLE,Y,nan
NORTHSHORE SPECIALTY HOSPITAL,20050 CRESTWOOD BLVD,COVINGTON,LA,70433,LONG TERM CARE,OPEN,58,ST. TAMMANY,USA,30.44740542,-90.07312565,http://www.northshoreltach.com,58.0,NOT AVAILABLE,NOT AVAILABLE,nan
REGENCY HOSPITAL OF COVINGTON,195 HIGHLAND PARK ENTRANCE,COVINGTON,LA,70433,LONG TERM CARE,OPEN,38,ST. TAMMANY,USA,30.45843446,-90.13503711,http://www.regencyhospital.com,38.0,NOT AVAILABLE,NOT AVAILABLE,nan
SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,GENERAL ACUTE CARE,OPEN,170,ST. TAMMANY,USA,30.28401997,-89.76972395,http://www.slidellmemorial.org,170.0,NOT AVAILABLE,NOT AVAILABLE,nan
SOUTHERN SURGICAL HOSPITAL,1700 LINDBERG DR,SLIDELL,LA,70458,GENERAL ACUTE CARE,OPEN,37,ST. TAMMANY,USA,30.27328981,-89.75576743,http://www.sshla.com/,37.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST. TAMMANY PARISH HOSPITAL,1202 S TYLER ST,COVINGTON,LA,70433,GENERAL ACUTE CARE,OPEN,218,ST. TAMMANY,USA,30.46866389,-90.11292956,http://www.stph.org,218.0,NOT AVAILABLE,Y,nan
CYPRESS POINTE SURGICAL HOSPITAL,42570 S AIRPORT RD,HAMMOND,LA,70403,GENERAL ACUTE CARE,OPEN,32,TANGIPAHOA,USA,30.47702898,-90.41299447,http://www.cypresspointsurgical.com,32.0,NOT AVAILABLE,NOT AVAILABLE,nan
HOOD MEMORIAL HOSPITAL,301 WALNUT ST,AMITE,LA,70422,GENERAL ACUTE CARE,OPEN,17,TANGIPAHOA,USA,30.73254578,-90.51306631,www.hoodmemorial.com/,17.0,NOT AVAILABLE,Y,nan
LALLIE KEMP REGIONAL MEDICAL CENTER,52579 HIGHWAY 51 S,INDEPENDENCE,LA,70443,GENERAL ACUTE CARE,OPEN,25,TANGIPAHOA,USA,30.6222688,-90.49780203,http://www.lsuhospitals.org,25.0,NOT AVAILABLE,Y,nan
NORTH OAKS MEDICAL CENTER,15790 PAUL VEGA MD DR,HAMMOND,LA,70403,GENERAL ACUTE CARE,OPEN,251,TANGIPAHOA,USA,30.46511102,-90.46111356,http://www.northoaks.org,251.0,LEVEL II,Y,nan
NORTH OAKS REHABILITATION HOSPITAL,1900 S MORRISON BLVD,HAMMOND,LA,70403,REHABILITATION,OPEN,27,TANGIPAHOA,USA,30.48393746,-90.48455628,http://www.northoaks.org,27.0,NOT AVAILABLE,NOT AVAILABLE,nan
OCEANS BEHAVIORAL HOSPITAL OF KENTWOOD,921 AVENUE G,KENTWOOD,LA,70444,PSYCHIATRIC,OPEN,18,TANGIPAHOA,USA,30.93736157,-90.52971876,http://www.obhk.info/,18.0,NOT AVAILABLE,NOT AVAILABLE,nan
BEAUREGARD MEMORIAL HOSPITAL,600 S PINE ST,DERIDDER,LA,70634,GENERAL ACUTE CARE,OPEN,60,BEAUREGARD,USA,30.84156468,-93.28842796,http://www.beauregard.org,60.0,NOT AVAILABLE,NOT AVAILABLE,nan
OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,1420 BLANKENSHIP DR,DERIDDER,LA,70634,PSYCHIATRIC,OPEN,20,BEAUREGARD,USA,30.84192093,-93.31166699,http://www.obhd.info/,20.0,NOT AVAILABLE,NOT AVAILABLE,nan
BATON ROUGE REHABILITATION HOSPITAL,8595 UNITED PLAZA BLVD,BATON ROUGE,LA,70809,REHABILITATION,OPEN,34,EAST BATON ROUGE,USA,30.41020698,-91.09499008,http://www.brrehab.com,34.0,NOT AVAILABLE,NOT AVAILABLE,nan
LANE REGIONAL MEDICAL CENTER,6300 MAIN ST,ZACHARY,LA,70791,GENERAL ACUTE CARE,OPEN,175,EAST BATON ROUGE,USA,30.64883064,-91.13757902,http://www.lanermc.org,175.0,NOT AVAILABLE,NOT AVAILABLE,nan
OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,11135 FLORIDA BLVD,BATON ROUGE,LA,70815,GENERAL ACUTE CARE,OPEN,20,EAST BATON ROUGE,USA,30.45891443,-91.0612264,http://www.obhbr.info/,20.0,NOT AVAILABLE,NOT AVAILABLE,nan
OCHSNER MEDICAL CENTER-BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,GENERAL ACUTE CARE,OPEN,110,EAST BATON ROUGE,USA,30.44255395,-90.99965218,https://www.ochsner.org/,110.0,NOT AVAILABLE,Y,nan
PROMISE HOSPITAL BATON ROUGE,5130 MANCUSO LN,BATON ROUGE,LA,70809,LONG TERM CARE,OPEN,50,EAST BATON ROUGE,USA,30.39738981,-91.10248416,http://www.promise-batonrouge.com,50.0,NOT AVAILABLE,NOT AVAILABLE,nan
SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,BATON ROUGE,LA,70810,GENERAL ACUTE CARE,OPEN,14,EAST BATON ROUGE,USA,30.37648988,-91.10085647,http://www.sscbr.com,14.0,NOT AVAILABLE,NOT AVAILABLE,nan
LAKE CHARLES MEMORIAL HOSPITAL FOR WOMEN,1900 W GAUTHIER RD,LAKE CHARLES,LA,70605,WOMEN,OPEN,38,CALCASIEU,USA,30.14061776,-93.24706275,http://www.lcmh.com/womens-hospital,38.0,NOT AVAILABLE,Y,nan
OCEANS BEHAVIORAL HOSPITAL OF LAKE CHARLES,302 W MCNEESE ST,LAKE CHARLES,LA,70605,PSYCHIATRIC,OPEN,20,CALCASIEU,USA,30.17646012,-93.22295899,http://www.obhlc.info/,20.0,NOT AVAILABLE,NOT AVAILABLE,nan
WEST CALCASIEU CAMERON HOSPITAL,701 CYPRESS ST,SULPHUR,LA,70663,GENERAL ACUTE CARE,OPEN,79,CALCASIEU,USA,30.23025355,-93.3686749,http://www.wcch.com,79.0,NOT AVAILABLE,Y,nan
REHABILITATION HOSPITAL OF JENNINGS,"1 HOSPITAL DR,STE 101",JENNINGS,LA,70546,REHABILITATION,OPEN,16,JEFFERSON DAVIS,USA,30.23993074,-92.66231985,http://www.jenningsrehab.com,16.0,NOT AVAILABLE,NOT AVAILABLE,nan
ACADIAN MEDICAL CENTER (A CAMPUS OF MERCY REGIONAL MEDICAL CENTER),3501 HIGHWAY 190,EUNICE,LA,70535,GENERAL ACUTE CARE,OPEN,109,ST. LANDRY,USA,30.49663736,-92.38618276,http://acadianmedicalcenter.com/,109.0,NOT AVAILABLE,Y,nan
OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,1310 HEATHER DR,OPELOUSAS,LA,70570,PSYCHIATRIC,OPEN,20,ST. LANDRY,USA,30.50820845,-92.07286874,http://www.obho.info/,20.0,NOT AVAILABLE,NOT AVAILABLE,nan
OPELOUSAS GENERAL HEALTH SYSTEM,539 E PRUDHOMME ST,OPELOUSAS,LA,70570,GENERAL ACUTE CARE,OPEN,231,ST. LANDRY,USA,30.54488807,-92.07528508,http://www.opelousasgeneral.com,231.0,NOT AVAILABLE,Y,nan
BRENTWOOD HOSPITAL,1006 HIGHLAND AVE,SHREVEPORT,LA,71101,PSYCHIATRIC,OPEN,160,CADDO,USA,32.50247462,-93.73964358,http://www.brentwoodbehavioral.com,160.0,NOT AVAILABLE,NOT AVAILABLE,nan
NORTH CADDO MEDICAL CENTER,1000 S SPRUCE ST,VIVIAN,LA,71082,GENERAL ACUTE CARE,OPEN,25,CADDO,USA,32.86384175,-93.98865278,http://www.northcaddomedicalcenter.com,25.0,NOT AVAILABLE,Y,nan
PHYSICIANS BEHAVIORAL HOSPITAL,2025 DESOTO ST,SHREVEPORT,LA,71103,PSYCHIATRIC,OPEN,12,CADDO,USA,32.47226583,-93.77092547,NOT AVAILABLE,12.0,NOT AVAILABLE,NOT AVAILABLE,nan
PROMISE HOSPITAL OF LOUISIANA-SHREVEPORT CAMPUS,"1800 IRVING PL,STE 100",SHREVEPORT,LA,71101,LONG TERM CARE,OPEN,146,CADDO,USA,32.49387067,-93.74488058,http://www.promise-shreveport.com,146.0,NOT AVAILABLE,NOT AVAILABLE,nan
SPECIALISTS HOSPITAL SHREVEPORT,"1500 LINE AVE,STE 206",SHREVEPORT,LA,71101,GENERAL ACUTE CARE,OPEN,15,CADDO,USA,32.49764895,-93.74671417,http://www.specialistshospitalshreveport.com/,15.0,NOT AVAILABLE,NOT AVAILABLE,nan
DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON ST,MANSFIELD,LA,71052,GENERAL ACUTE CARE,OPEN,-999,DE SOTO,USA,32.03540413,-93.70814706,http://www.desotoregional.com/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
AURORA BAYCARE MED CTR,2845 GREENBRIER RD PO BOX 8900,GREEN BAY,WI,54311,GENERAL ACUTE CARE,OPEN,167,BROWN,USA,44.4749559,-87.94088086,http://www.aurorabaycare.com,167.0,II,Y,nan
SELECT SPECIALTY HOSPITAL MADISON,801 BRAXTON PLACE,MADISON,WI,53715,LONG TERM CARE,OPEN,58,DANE,USA,43.06593344,-89.39938339,http://www.selectspecialtyhospitals.com/company/locations/madison.aspx,58.0,NOT AVAILABLE,Y,nan
FOND DU LAC CTY ACUTE PSYCH UNIT,459 E FIRST ST,FOND DU LAC,WI,54935,PSYCHIATRIC,OPEN,25,FOND DU LAC,USA,43.77639955,-88.42923391,http://www.fdlco.wi.gov,25.0,NOT AVAILABLE,NOT AVAILABLE,nan
BEAVER DAM COM HSPTL,707 S UNIVERSITY AVE,BEAVER DAM,WI,53916,GENERAL ACUTE CARE,OPEN,125,DODGE,USA,43.44843295,-88.82611811,http://www.bdch.com,125.0,NOT AVAILABLE,Y,nan
MEMORIAL HSPTL LAFAYETTE CTY,800 CLAY ST PO BOX 70,DARLINGTON,WI,53530,GENERAL ACUTE CARE,OPEN,25,LAFAYETTE,USA,42.68364369,-90.11002717,http://www.memorialhospitaloflafayettecounty.org,25.0,NOT AVAILABLE,NOT AVAILABLE,nan
NORTH CENTRAL HEALTH CARE,1100 LAKEVIEW DR,WAUSAU,WI,54403,PSYCHIATRIC,OPEN,16,MARATHON,USA,44.93113047,-89.63424472,http://www.norcen.org,16.0,NOT AVAILABLE,NOT AVAILABLE,nan
MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL LLC,10101 SOUTH 27TH STREET,FRANKLIN,WI,53132,GENERAL ACUTE CARE,OPEN,16,MILWAUKEE,USA,42.85986569,-87.95447295,http://www.mymosh.com/,16.0,NOT AVAILABLE,NOT AVAILABLE,nan
MILWAUKEE CTY BEHAVIORAL HLTH DIV,9455 W WATERTOWN PLANK RD,MILWAUKEE,WI,53226,PSYCHIATRIC,OPEN,144,MILWAUKEE,USA,43.0430428,-88.03025559,http://www.milwaukeecounty.org,144.0,NOT AVAILABLE,NOT AVAILABLE,nan
SELECT SPECIALTY HSPTL MILWAUKEE,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,LONG TERM CARE,OPEN,34,MILWAUKEE,USA,43.00205081,-88.02376861,http://www.selectspecialtyhospitals.com/company/locations/milwaukee.aspx,34.0,NOT AVAILABLE,NOT AVAILABLE,nan
LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,1701 SHARP RD,WATERFORD,WI,53185,LONG TERM CARE,OPEN,39,RACINE,USA,42.7377563,-88.16797973,http://www.lakeviewsystem.com,39.0,NOT AVAILABLE,NOT AVAILABLE,nan
RUSK COUNTY MEM HSPTL,900 COLLEGE AVE WEST,LADYSMITH,WI,54848,GENERAL ACUTE CARE,OPEN,25,RUSK,USA,45.45466867,-91.11004987,http://www.ruskhospital.org,25.0,NOT AVAILABLE,Y,nan
INDIANHEAD MED CTR,113 4TH AVE,SHELL LAKE,WI,54871,GENERAL ACUTE CARE,OPEN,25,WASHBURN,USA,45.74189516,-91.92497174,http://www.indianheadmedicalcenter.com,25.0,NOT AVAILABLE,Y,nan
REHABILITATION HOSPITAL OF WISCONSIN,1625 COLD WATER CREEK DRIVE,WAUKESHA,WI,53188,REHABILITATION,OPEN,40,WAUKESHA,USA,43.02603411,-88.2872089,http://www.rehabhospitalwi.com,40.0,NOT AVAILABLE,NOT AVAILABLE,nan
WAUKESHA CTY MENTAL HLTH CTR,1501 AIRPORT RD,WAUKESHA,WI,53188,PSYCHIATRIC,OPEN,28,WAUKESHA,USA,43.02606522,-88.23280782,http://www.waukeshacounty.gov/,28.0,NOT AVAILABLE,NOT AVAILABLE,nan
NORWOOD HLTH CTR,1600 N CHESTNUT AVE,MARSHFIELD,WI,54449,PSYCHIATRIC,OPEN,16,WOOD,USA,44.68234448,-90.1658003,http://www.co.wood.wi.us/norwood/index.htm,16.0,NOT AVAILABLE,NOT AVAILABLE,nan
GRACE HOSPITAL SOUTH POINTE,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,LONG TERM CARE,OPEN,-999,CUYAHOGA,USA,41.44838212,-81.53730104,http://www.gracehospital.org,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
CRESCENT CITY SPECIALTY HOSPITAL,"535 COMMERCE ST,STE B",GRETNA,LA,70056,GENERAL ACUTE CARE,CLOSED,-999,JEFFERSON,USA,29.88520815,-90.02976901,http://ccshospital.org/contact.html,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
BUTTE COUNTY PHF,592 RIO LINDO AVENUE,CHICO,CA,95926,PSYCHIATRIC,OPEN,16,BUTTE,USA,39.75456397,-121.8476488,http://www.buttecounty.net/Behavioral%20Health/Psychiatric%20Health%20Facility.aspx,16.0,NOT AVAILABLE,NOT AVAILABLE,nan
BARSTOW COMMUNITY HOSPITAL,555 SOUTH 7TH AVENUE,BARSTOW,CA,92311,GENERAL ACUTE CARE,CLOSED,23,SAN BERNARDINO,USA,34.89382649,-117.0189018,http://www.barstowhospital.com,23.0,NOT AVAILABLE,Y,nan
CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVENUE,CHINO,CA,91710,GENERAL ACUTE CARE,OPEN,126,SAN BERNARDINO,USA,34.0256879,-117.6860255,http://www.cvmc.com,126.0,NOT AVAILABLE,NOT AVAILABLE,nan
COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,CA,92363,GENERAL ACUTE CARE,OPEN,25,SAN BERNARDINO,USA,34.83306592,-114.617494,http://www.cityofneedles.com/Hospitals.asp,25.0,NOT AVAILABLE,NOT AVAILABLE,nan
DESERT VALLEY HOSPITAL,16850 BEAR VALLEY ROAD,VICTORVILLE,CA,92392,GENERAL ACUTE CARE,OPEN,148,SAN BERNARDINO,USA,34.47240194,-117.2981582,http://www.dvmc.com,148.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL ONTARIO,550 NORTH MONTEREY AVENUE,ONTARIO,CA,91764,GENERAL ACUTE CARE,OPEN,91,SAN BERNARDINO,USA,34.06917586,-117.6424793,http://www.khontario.com/,91.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,GENERAL ACUTE CARE,OPEN,55,SAN BERNARDINO,USA,34.10371431,-117.5662938,http://www.khrancho.com,55.0,NOT AVAILABLE,NOT AVAILABLE,nan
ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,GENERAL ACUTE CARE,OPEN,226,SAN DIEGO,USA,32.77658639,-117.0570646,http://www.alvaradohospital.com,226.0,NOT AVAILABLE,NOT AVAILABLE,nan
ALVARADO PARKWAY INSTITUTE B.H.S.,7050 PARKWAY DRIVE,LA MESA,CA,91942,PSYCHIATRIC,OPEN,66,SAN DIEGO,USA,32.77463167,-117.0441618,http://www.apibhs.com,66.0,NOT AVAILABLE,NOT AVAILABLE,nan
AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,PSYCHIATRIC,OPEN,80,SAN DIEGO,USA,32.99118313,-117.0753176,http://sandiego.aurorabehavioral.com/,80.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BOULEVARD,SAN DIEGO,CA,92104,GENERAL ACUTE CARE,OPEN,70,SAN DIEGO,USA,32.75638366,-117.1446454,http://www.kindredsandiego.com,70.0,NOT AVAILABLE,NOT AVAILABLE,nan
PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,92050,GENERAL ACUTE CARE,OPEN,227,SAN DIEGO,USA,32.68534055,-117.0823367,http://www.paradisevalleyhospital.org,227.0,NOT AVAILABLE,NOT AVAILABLE,nan
PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH,330 MOSS STREET,CHULA VISTA,CA,91911,GENERAL ACUTE CARE,OPEN,64,SAN DIEGO,USA,32.61749401,-117.0717121,NOT AVAILABLE,64.0,NOT AVAILABLE,NOT AVAILABLE,nan
POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,GENERAL ACUTE CARE,OPEN,236,SAN DIEGO,USA,32.99707518,-117.0555514,http://www.pph.org,236.0,NOT AVAILABLE,Y,nan
SPAULDING REHABILITATION HOSPITAL,300 1ST AVE,BOSTON,MA,2129,REHABILITATION,OPEN,132,SUFFOLK,USA,42.37850908,-71.04905555,http://spauldingrehab.org/,132.0,NOT AVAILABLE,NOT AVAILABLE,nan
SPAULDING REHABILITATION HOSPITAL CAPE COD,311 SERVICE ROAD,SANDWICH,MA,2537,REHABILITATION,OPEN,60,BARNSTABLE,USA,41.7329845,-70.46810284,http://spauldingrehab.org/locations/sandwich-ma/,60.0,NOT AVAILABLE,N,nan
NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,500 LYNNFIELD STREET,LYNN,MA,1904,GENERAL ACUTE CARE,OPEN,-999,ESSEX,USA,42.5018,-70.9799,http://nsmc.partners.org/locations/union_hospital,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
NORWOOD HOSPITAL,800 WASHINGTON ROAD,NORWOOD,MA,2062,GENERAL ACUTE CARE,OPEN,215,NORFOLK,USA,42.189,-71.2021,https://www.norwood-hospital.org/,215.0,NOT AVAILABLE,Y,nan
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTRE STREET,BROCKTON,MA,2302,GENERAL ACUTE CARE,OPEN,197,PLYMOUTH,USA,42.0879,-70.9915,http://www.signature-healthcare.org,197.0,NOT AVAILABLE,NOT AVAILABLE,nan
TAUNTON STATE HOSPITAL,"60 HODGES AVE, BOX 151",TAUNTON,MA,2780,PSYCHIATRIC,OPEN,30,BRISTOL,USA,41.91267154,-71.10220588,http://www.mass.gov/eohhs/gov/departments/dmh/,45.0,NOT AVAILABLE,NOT AVAILABLE,nan
TEWKSBURY HOSPITAL,365 EAST STREET,TEWKSBURY,MA,1876,CHRONIC DISEASE,OPEN,675,MIDDLESEX,USA,42.6070742,-71.2182232,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/tewksbury-hospital.html,675.0,NOT AVAILABLE,NOT AVAILABLE,nan
UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,119 BELMONT STREET,WORCESTER,MA,1605,GENERAL ACUTE CARE,OPEN,303,WORCESTER,USA,42.2729,-71.7923,http://www.umassmemorial.org,303.0,"LEVEL I, PEDIATRIC II",NOT AVAILABLE,nan
VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY,LEICESTER,MA,1542,LONG TERM CARE,OPEN,47,WORCESTER,USA,42.20189928,-71.89882734,http://www.vhwmasscentral.com/,47.0,NOT AVAILABLE,NOT AVAILABLE,nan
VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,1400 STATE STREET,SPRINGFIELD,MA,1109,LONG TERM CARE,OPEN,127,HAMPDEN,USA,42.12051836,-72.54743842,http://www.vhwmass.com/,127.0,NOT AVAILABLE,NOT AVAILABLE,nan
WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,199 OAK STREET,PEMBROKE,MA,2359,PSYCHIATRIC,OPEN,120,PLYMOUTH,USA,42.09762372,-70.76445864,http://arbourhealth.com/organizations/pembroke-hospital/,120.0,NOT AVAILABLE,NOT AVAILABLE,nan
WESTWOOD/PEMBROKE HEALTH SYSTEM WESTWOOD,45 CLAPBOARDTREE STREET,WESTWOOD,MA,2090,PSYCHIATRIC,OPEN,89,NORFOLK,USA,42.20650415,-71.22407723,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/western-massachusetts-hospital.html,89.0,NOT AVAILABLE,N,nan
WHITTIER PAVILION,76 SUMMER STREET,HAVERHILL,MA,1830,PSYCHIATRIC,OPEN,10,ESSEX,USA,42.77854696,-71.07317637,http://www.whittierhealth.com/psychiatric_hospital/,10.0,NOT AVAILABLE,N,nan
WHITTIER REHABILITATION HOSPITAL,150 FLANDERS RD,WESTBOROUGH,MA,1581,REHABILITATION,OPEN,88,WORCESTER,USA,42.27647967,-71.56784178,http://www.whittierhealth.com/rehabilitation_hospitals/westborough.html,88.0,NOT AVAILABLE,NOT AVAILABLE,nan
WHITTIER REHABILITATION HOSPITAL BRADFORD,145 WARD HILL AVE,HAVERHILL,MA,1830,REHABILITATION,OPEN,60,ESSEX,USA,42.76161908,-71.11889838,http://www.whittierhealth.com/rehabilitation_hospitals/bradford.html,60.0,NOT AVAILABLE,N,nan
UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,GENERAL ACUTE CARE,OPEN,431,WORCESTER,USA,42.2778,-71.7617,http://www.umassmemorial.org,431.0,NOT AVAILABLE,Y,nan
WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,1604,PSYCHIATRIC,OPEN,166,WORCESTER,USA,42.27966719,-71.76906694,http://www.mass.gov/eohhs/gov/departments/dmh/worcester-recovery-center-and-hospital-.html,166.0,NOT AVAILABLE,NOT AVAILABLE,nan
BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,GENERAL ACUTE CARE,OPEN,89,FRANKLIN,USA,42.5957,-72.5923,http://www.baystatehealth.com/fmc,89.0,NOT AVAILABLE,NOT AVAILABLE,nan
BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,330 BROOKLINE AVENUE,BOSTON,MA,2215,GENERAL ACUTE CARE,OPEN,268,SUFFOLK,USA,42.3395,-71.1051,http://www.bidmc.harvard.edu,268.0,LEVEL I,NOT AVAILABLE,nan
BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,88 EAST NEWTON STRET,BOSTON,MA,2118,GENERAL ACUTE CARE,OPEN,214,SUFFOLK,USA,42.337,-71.0706,http://www.bmc.org,214.0,"LEVEL I, PEDIATRIC I",NOT AVAILABLE,nan
BOSTON MEDICAL CENTER - MENINO CAMPUS,818 HARRISON AVENUE,BOSTON,MA,2118,GENERAL ACUTE CARE,OPEN,368,SUFFOLK,USA,42.3347,-71.0732,http://www.smma.com/project/life-science/boston-medical-center-menino-pavilion-formerly-boston-city-hospital-master-plan,368.0,"LEVEL I, PEDIACTRIC II",Y,nan
CHILDREN'S HOSPITAL BOSTON,300 LONGWOOD AVENUE,BOSTON,MA,2115,GENERAL ACUTE CARE,OPEN,404,SUFFOLK,USA,42.3372,-71.1064,http://www.childrenshospital.org/,404.0,PEDIATRICS I,Y,nan
HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS,170 GOVERNORS AVENUE,MEDFORD,MA,2155,GENERAL ACUTE CARE,OPEN,98,MIDDLESEX,USA,42.4259,-71.1114,http://www.hallmarkhealth.org/lawrencememorialmedicalservices.html,98.0,NOT AVAILABLE,NOT AVAILABLE,nan
HALLMARK HEALTH SYSTEM - MELROSE-WAKEFIELD HOSPITAL CAMPUS,585 LEBANON STREET,MELROSE,MA,2176,GENERAL ACUTE CARE,OPEN,174,MIDDLESEX,USA,42.4605,-71.0609,http://www.hallmarkhealth.org/melrose-wakefield.html,174.0,NOT AVAILABLE,NOT AVAILABLE,nan
HOLY FAMILY HOSPITAL AND MEDICAL CENTER,70 EAST STREET,METHUEN,MA,1844,GENERAL ACUTE CARE,OPEN,223,ESSEX,USA,42.7277,-71.1683,https://www.holyfamily-hospital.org/,223.0,NOT AVAILABLE,Y,nan
CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,2139,GENERAL ACUTE CARE,OPEN,189,MIDDLESEX,USA,42.3745,-71.1041,http://www.challiance.org/Locations/CambridgeHospitalcampus.aspx,189.0,NOT AVAILABLE,NOT AVAILABLE,nan
BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,GENERAL ACUTE CARE,OPEN,724,HAMPDEN,USA,42.1217,-72.6032,http://www.baystatehealth.org/bmc,724.0,"LEVEL I, PEDIATRIC II",Y,nan
BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,725 NORTH STREET,PITTSFIELD,MA,1201,GENERAL ACUTE CARE,OPEN,298,BERKSHIRE,USA,42.46,-73.2492,http://www.berkshirehealthsystems.org/BMC,298.0,LEVEL III,NOT AVAILABLE,nan
CAPE COD HOSPITAL,27 PARK STREET,BARNSTABLE,MA,2601,GENERAL ACUTE CARE,OPEN,252,BARNSTABLE,USA,41.6534,-70.2729,http://www.capecodhealth.org/hospitals-facilities/cape-cod-hospital/,252.0,NOT AVAILABLE,NOT AVAILABLE,nan
COOLEY DICKINSON HOSPITAL,30 LOCUST STREET,NORTHAMPTON,MA,1061,GENERAL ACUTE CARE,OPEN,140,HAMPSHIRE,USA,42.3302,-72.6532,http://www.cooley-dickinson.org,140.0,NOT AVAILABLE,NOT AVAILABLE,nan
HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,1440,GENERAL ACUTE CARE,OPEN,134,WORCESTER,USA,42.5863,-71.9871,http://www.heywood.org,134.0,NOT AVAILABLE,NOT AVAILABLE,nan
LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,GENERAL ACUTE CARE,OPEN,189,ESSEX,USA,42.71,-71.1501,http://www.lawrencegeneral.org,189.0,LEVEL III,Y,nan
MERCY MEDICAL CENTER - PROVIDENCE BEHAVIORAL HEALTH HOSPITAL CAMPUS,1233 MAIN STREET,HOLYOKE,MA,1040,PSYCHIATRIC,OPEN,131,HAMPDEN,USA,42.1659,-72.634,http://www.mercycares.com/pages.asp?id=514,131.0,NOT AVAILABLE,NOT AVAILABLE,nan
MERRIMACK VALLEY HOSPITAL,140 LINCOLN AVENUE,HAVERHILL,MA,1830,GENERAL ACUTE CARE,OPEN,122,ESSEX,USA,42.7653,-71.0448,http://www.steward.org/merrimack-valley,122.0,NOT AVAILABLE,Y,nan
ST VINCENTS CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35046,GENERAL ACUTE CARE,OPEN,26,CHILTON,USA,32.880286,-86.62279,http://www.stvhs.com/,26.0,NOT AVAILABLE,NOT AVAILABLE,nan
METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,67 UNION STREET,NATICK,MA,1760,GENERAL ACUTE CARE,OPEN,160,MIDDLESEX,USA,42.28,-71.3356,http://www.mwmc.com,160.0,NOT AVAILABLE,NOT AVAILABLE,nan
