X,Y,FID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCE_DAT,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATE_CREAT
-119.563952665999977,36.100079450000067,803,0008993212,Corcoran District Hospital,1310 Hanna Avenue,Not Available,Corcoran,CA,93212,Not Available,Not Available,General Acute Care Hospital,Open,32,Kings,06031,US,36.1001,-119.564,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.corcoranhospital.org,Not Available,Not Available,06,Government - District/Authority,0,32,Not Available,Not Available,2012-11-12T00:00:00.000Z
-105.05147836,40.412991684000076,804,0006780538,Mckee Medical Center,2000 Boise Ave,Not Available,Loveland,CO,80538,Not Available,(970) 669-4640,General Acute Care Hospital,Open,105,Larimer,08069,US,40.413,-105.051,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.mckeeloveland.com,Not Available,Not Available,08,Non-profit,0,105,Not Available,Not Available,2012-11-20T00:00:00.000Z
-95.326837583999975,41.646982399000073,805,0008951537,Myrtue Memorial Hospital,1213 Garfield Avenue,Not Available,Harlan,IA,51537,Not Available,(712) 755-5161,General Acute Care Hospital,Open,25,Shelby,19165,US,41.647,-95.3268,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://myrtuemedical.org,Not Available,Not Available,19,Government - Local,0,25,Not Available,Not Available,2013-04-01T00:00:00.000Z
-96.283968257999959,43.202793872000022,806,0001051247,Hegg Memorial Health Center,1202 21St Avenue,Not Available,Rock Valley,IA,51247,Not Available,(512) 476-5305,General Acute Care Hospital,Open,85,Sioux,19167,US,43.2028,-96.284,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-03-12T00:00:00.000Z,http://www.hegghc.org,Not Available,Not Available,19,Non-profit,0,85,Not Available,Y,2013-04-01T00:00:00.000Z
-104.997375499999976,40.415724665000035,807,0006880538,Medical Center Of The Rockies,2500 Rocky Mountain Avenue,Not Available,Loveland,CO,80538,Not Available,(970) 624-2500,General Acute Care Hospital,Open,146,Larimer,08069,US,40.4157,-104.997,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.medctrrockies.org,Not Available,Not Available,08,Non-profit,0,146,II,Not Available,2012-11-20T00:00:00.000Z
-96.176078789999963,43.072090782000025,808,0001851250,Sioux Center Community Hospital & Health Center,605 South Main Avenue,Not Available,Sioux Center,IA,51250,Not Available,(712) 722-1271,General Acute Care Hospital,Open,90,Sioux,19167,US,43.0721,-96.1761,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.schospital.org,Not Available,Not Available,19,Non-profit,0,90,Not Available,Not Available,2013-04-01T00:00:00.000Z
-96.47984859099995,42.998574033000061,809,0002351023,Hawarden Community Hospital,1111 11Th Street,Not Available,Hawarden,IA,51023,Not Available,(712) 552-1121,General Acute Care Hospital,Open,27,Sioux,19167,US,42.9986,-96.4799,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery,2014-01-07T00:00:00.000Z,http://hawardenregionalhealthcare.com/,Not Available,Not Available,19,Government - Local,0,27,Not Available,Not Available,2013-04-01T00:00:00.000Z
-105.056917572999964,40.571784534000074,810,0006980524,Poudre Valley Hospital,1024 S Lemay Ave,Not Available,Fort Collins,CO,80524,Not Available,(970) 495-7000,General Acute Care Hospital,Open,232,Larimer,08069,US,40.5718,-105.057,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,http://www.pvhs.org,Not Available,Not Available,08,Non-profit,0,232,III,Y,2012-11-20T00:00:00.000Z
-96.058861036999986,43.009606340000062,811,0002451041,Orange City Municipal Hospital,115 4Th Street Northwest,Not Available,Orange City,IA,51041,Not Available,(712) 737-4984,General Acute Care Hospital,Open,104,Sioux,19167,US,43.0096,-96.0589,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery,2014-01-08T00:00:00.000Z,http://www.ochealthsystem.org,Not Available,Not Available,19,Government - Local,0,104,Not Available,Not Available,2013-04-01T00:00:00.000Z
-94.979506714999943,42.418994490000038,812,0005550583,Loring Hospital,211 Highland Avenue,Not Available,Sac City,IA,50583,Not Available,(712) 662-7105,General Acute Care Hospital,Open,25,Sac,19161,US,42.419,-94.9795,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,http://www.loringhospital.org,Not Available,Not Available,19,Non-profit,0,25,Not Available,Y,2013-04-01T00:00:00.000Z
-120.764341169999966,38.350117009000023,813,0047295642,Sutter Amador Hospital,200 Mission Blvd,Not Available,Jackson,CA,95642,Not Available,Not Available,General Acute Care Hospital,Open,52,Amador,06005,US,38.3501,-120.764,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.sutteramador.org,Not Available,Not Available,06,Non-profit,0,52,Not Available,Y,2012-11-12T00:00:00.000Z
-94.225812579999968,43.056565217000056,814,0002050511,Kossuth County Hospital,1515 South Phillips,Not Available,Algona,IA,50511,Not Available,(515) 622-2720,General Acute Care Hospital,Open,23,Kossuth,19109,US,43.0566,-94.2258,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.krhc.com,Not Available,Not Available,19,Government - Local,0,23,Not Available,Not Available,2013-04-01T00:00:00.000Z
-121.393144025999959,38.601797751000049,815,0019995825,Kaiser Fnd Hosp - Sacramento,2025 Morse Avenue,Not Available,Sacramento,CA,95825,Not Available,Not Available,General Acute Care Hospital,Open,287,Sacramento,06067,US,38.6018,-121.393,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://http://www.kaiserpermanente.orgwww.kp.org,Not Available,Not Available,06,Non-profit,0,287,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.422546702999952,38.470637891000031,816,0020795823,Kaiser Fnd Hosp - South Sacramento,6600 Bruceville Road,Not Available,Sacramento,CA,95823,Not Available,Not Available,General Acute Care Hospital,Open,181,Sacramento,06067,US,38.4706,-121.423,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://whttp://www.kaiserpermanente.orgww.kp.org,Not Available,Not Available,06,Non-profit,0,181,II,Y,2012-11-12T00:00:00.000Z
-121.158209096999926,38.681180582000025,817,0023195630,Kindred Hospital - Sacramento,330 Montrose Drive,Not Available,Folsom,CA,95630,Not Available,Not Available,General Acute Care Hospital,Open,34,Sacramento,06067,US,38.6812,-121.158,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.kindredsacramento.com/,Not Available,Not Available,06,Proprietary,0,34,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.45246842499995,38.570061275000057,818,0028795819,Mercy General Hospital,4001 J Street,Not Available,Sacramento,CA,95819,Not Available,Not Available,General Acute Care Hospital,Open,286,Sacramento,06067,US,38.5701,-121.452,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.mercygeneral.org,Not Available,Not Available,06,Non-profit,0,286,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.145676910999967,38.670314906000037,819,0028995630,Mercy Hospital - Folsom,1650 Creekside Drive,Not Available,Folsom,CA,95630,Not Available,Not Available,General Acute Care Hospital,Open,106,Sacramento,06067,US,38.6703,-121.146,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.mercyfolsom.org,Not Available,Not Available,06,Non-profit,0,106,Not Available,Y,2012-11-12T00:00:00.000Z
-121.314108192999967,38.669829294000067,820,0029395608,Mercy San Juan Hospital,6501 Coyle Avenue,Not Available,Carmichael,CA,95608,Not Available,Not Available,General Acute Care Hospital,Open,359,Sacramento,06067,US,38.6698,-121.314,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.mercysanjuan.org,Not Available,Not Available,06,Non-profit,0,359,II,Y,2012-11-12T00:00:00.000Z
-121.416526441999963,38.463547451000068,821,0029595823,Methodist Hospital Of Sacramento,7500 Hospital Drive,Not Available,Sacramento,CA,95823,Not Available,Not Available,General Acute Care Hospital,Open,325,Sacramento,06067,US,38.4635,-121.417,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.methodistsacramento.org,Not Available,Not Available,06,Non-profit,0,325,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.460876954999947,38.557195370000045,822,0038295817,Sacramento County Mental Health Treatment Center,2150 Stockton Boulevard,Not Available,Sacramento,CA,95817,Not Available,Not Available,Psychiatric Hospital,Open,50,Sacramento,06067,US,38.5572,-121.461,622210,"Hospitals, Psychiatric (Except Convalescent)",http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.namisacramento.org/resources/locallinks-saccounty.html,Not Available,Not Available,06,Government - Local,0,50,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.455330044,38.552963290000044,823,0043095817,Shriners Hospitals For Children Northern Calif.,2425 Stockton Blvd,Not Available,Sacramento,CA,95817,Not Available,Not Available,General Acute Care Hospital,Open,70,Sacramento,06067,US,38.553,-121.455,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,"http://www.shrinershospitalsforchildren.org/Hospitals/Locations/Nort
hernCalifornia.aspx",Not Available,Not Available,06,Non-profit,0,70,Not Available,Y,2012-11-12T00:00:00.000Z
-121.417111666999972,38.466780280000066,824,0043395823,Sierra Vista Hospital,8001 Bruceville Road,Not Available,Sacramento,CA,95823,Not Available,Not Available,Psychiatric Hospital,Open,120,Sacramento,06067,US,38.4668,-121.417,622210,"Hospitals, Psychiatric (Except Convalescent)",http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://sierravistahospital.com,Not Available,Not Available,06,Proprietary,0,120,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.414616783999975,38.549925934000044,825,0047495826,Sutter Center For Psychiatry,7700 Folsom Boulevard,Not Available,Sacramento,CA,95826,Not Available,Not Available,Psychiatric Hospital,Open,69,Sacramento,06067,US,38.5499,-121.415,622210,"Hospitals, Psychiatric (Except Convalescent)",http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.sutterpsychiatry.org,Not Available,Not Available,06,Non-profit,0,69,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.469224808999968,38.571967151000024,826,0047895816,Sutter General Hospital,2801 L Street,Not Available,Sacramento,CA,95816,Not Available,Not Available,General Acute Care Hospital,Open,306,Sacramento,06067,US,38.572,-121.469,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.suttermedicalcenter.org,Not Available,Not Available,06,Non-profit,0,306,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.438573975999972,38.571527840000037,827,0048295819,Sutter Memorial Hospital,5151 F Street,Not Available,Sacramento,CA,95819,Not Available,Not Available,General Acute Care Hospital,Open,659,Sacramento,06067,US,38.5715,-121.439,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.sutterhealth.org,Not Available,Not Available,06,Non-profit,0,659,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.472516825999946,38.571869853000074,828,0048395816,Sutter Oaks Nursing Center - Midtown,2600 L Street,Not Available,Sacramento,CA,95816,Not Available,Not Available,General Acute Care Hospital,Open,100,Sacramento,06067,US,38.5719,-121.473,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.suttermedicalcenter.org,Not Available,Not Available,06,Non-profit,0,100,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.455455507999943,38.554929742000063,829,0051195817,University Of California Davis Medical Center,2315 Stockton Boulevard,Not Available,Sacramento,CA,95817,Not Available,Not Available,General Acute Care Hospital,Open,581,Sacramento,06067,US,38.5549,-121.455,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.ucdmc.ucdavis.edu,Not Available,Not Available,06,Non-profit,0,581,"I, I Pediatric",Y,2012-11-12T00:00:00.000Z
-124.140262822999958,40.788168546000058,830,0014495501,"General Hospital, The",2200 Harrison Avenue,Not Available,Eureka,CA,95501,Not Available,Not Available,General Acute Care Hospital,Open,43,Humboldt,06023,US,40.7882,-124.14,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.stjosepheureka.org,Not Available,Not Available,06,Non-profit,0,43,Not Available,Not Available,2012-11-12T00:00:00.000Z
-123.79225462899997,40.101678159000073,831,0017595542,Jerold Phelps Community Hospital,733 Cedar Street,Not Available,Garberville,CA,95542,Not Available,Not Available,General Acute Care Hospital,Open,16,Humboldt,06023,US,40.1017,-123.792,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.shchd.org,Not Available,Not Available,06,Government - District/Authority,0,16,Not Available,Not Available,2012-11-12T00:00:00.000Z
-124.091189221999983,40.89605658600005,832,0027195521,Mad River Community Hospital,3800 Janes Road,Not Available,Arcata,CA,95521,Not Available,Not Available,General Acute Care Hospital,Open,68,Humboldt,06023,US,40.8961,-124.091,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.madriverhospital.com,Not Available,Not Available,06,Proprietary,0,68,Not Available,Y,2012-11-12T00:00:00.000Z
-124.136405292999939,40.582624915000054,833,0037195540,Redwood Memorial Hospital,3300 Renner Drive,Not Available,Fortuna,CA,95540,Not Available,Not Available,General Acute Care Hospital,Open,25,Humboldt,06023,US,40.5826,-124.136,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.redwoodmemorial.org/,Not Available,Not Available,06,Non-profit,0,25,Not Available,Not Available,2012-11-12T00:00:00.000Z
-124.160600216999981,40.780716550000079,834,0041595501,Sempervirens P.H.F.,720 Wood Street,Not Available,Eureka,CA,95501,Not Available,Not Available,Psychiatric Hospital,Open,16,Humboldt,06023,US,40.7807,-124.161,622210,"Hospitals, Psychiatric (Except Convalescent)",http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://https://co.humboldt.ca.us/hhs/mhb/,Not Available,Not Available,06,Government - Local,0,16,Not Available,Not Available,2012-11-12T00:00:00.000Z
-124.142236906,40.784121850000076,835,0045795501,St. Joseph Hospital - Eureka,2700 Dolbeer Street,Not Available,Eureka,CA,95501,Not Available,Not Available,General Acute Care Hospital,Open,146,Humboldt,06023,US,40.7841,-124.142,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.stjosepheureka.org,Not Available,Not Available,06,Non-profit,0,146,Not Available,Not Available,2012-11-12T00:00:00.000Z
-122.208045386999984,39.521278669000033,836,0014895988,Glenn Medical Center,1133 West Sycamore Street,Not Available,Willows,CA,95988,Not Available,Not Available,General Acute Care Hospital,Open,15,Glenn,06021,US,39.5213,-122.208,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.glennmed.org,Not Available,Not Available,06,Non-profit,0,15,IV,Not Available,2012-11-12T00:00:00.000Z
-115.568728254999954,32.780434681000024,837,0012092243,El Centro Regional Medical Center,1415 Ross Avenue,Not Available,El Centro,CA,92243,Not Available,Not Available,General Acute Care Hospital,Open,165,Imperial,06025,US,32.7804,-115.569,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.ecrmc.org,Not Available,Not Available,06,Government - Local,0,165,IV,Y,2012-11-12T00:00:00.000Z
-115.553798649999976,32.959092973000054,838,0034992227,Pioneers Memorial Hospital,207 West Legion Road,Not Available,Brawley,CA,92227,Not Available,Not Available,General Acute Care Hospital,Open,107,Imperial,06025,US,32.9591,-115.554,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.pmhd.org,Not Available,Not Available,06,Government - District/Authority,0,107,IV,Y,2012-11-12T00:00:00.000Z
-94.388933658999989,42.015997636000073,839,0007150129,Greene County Medical Center,1000 West Lincolnway,Not Available,Jefferson,IA,50129,Not Available,(515) 386-2114,General Acute Care Hospital,Open,90,Greene,19073,US,42.016,-94.3889,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-03-12T00:00:00.000Z,http://www.gcmchealth.com,Not Available,Not Available,19,Government - Local,0,90,Not Available,Y,2013-04-01T00:00:00.000Z
-95.65064664199997,40.620376776000064,840,0013551640,Grape Community Hospital,Highway 275 North Po Box 246,Not Available,Hamburg,IA,51640,Not Available,(712) 382-1515,General Acute Care Hospital,Open,25,Fremont,19071,US,40.6204,-95.6507,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-03-12T00:00:00.000Z,http://www.grapehospital.com,Not Available,Not Available,19,Non-profit,0,25,Not Available,Y,2013-04-01T00:00:00.000Z
-94.493676926999981,41.683619491000051,841,0008650115,Guthrie County Hospital,710 North 12Th Street,Not Available,Guthrie Center,IA,50115,Not Available,(515) 747-2201,General Acute Care Hospital,Open,26,Guthrie,19077,US,41.6836,-94.4937,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.guthriecountyhospital.org,Not Available,Not Available,19,Government - Local,0,26,Not Available,Not Available,2013-04-01T00:00:00.000Z
-105.965533525999945,37.262794040000074,842,0002481140,Conejos County Hospital Corporation,19021 Us Hwy 285,Not Available,La Jara,CO,81140,Not Available,(719) 274-5121,Critical Access,Open,17,Conejos,08021,US,37.2628,-105.966,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2013-12-13T00:00:00.000Z,http://www.cchco.org,Not Available,Not Available,08,Government - District/Authority,0,17,Not Available,Not Available,2012-11-20T00:00:00.000Z
-105.073712010999941,38.974343960000041,843,0009880863,Pikes Peak Regional Hospital,16420 Highway 24,Not Available,Woodland Park,CO,80863,Not Available,(719) 687-9999,Critical Access,Open,15,Teller,08119,US,38.9743,-105.074,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2013-12-13T00:00:00.000Z,http://www.pprmc.org,Not Available,Not Available,08,Proprietary,0,15,Not Available,Not Available,2012-11-20T00:00:00.000Z
-102.268324214999936,40.99391889200006,844,0009680737,Sedgwick County Memorial Hospital,900 Cedar Street,Not Available,Julesburg,CO,80737,Not Available,(970) 474-3323,Critical Access,Open,64,Sedgwick,08115,US,40.9939,-102.268,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.schealth.org/,Not Available,Not Available,08,Government - Local,0,64,Not Available,Not Available,2012-11-20T00:00:00.000Z
-106.077954171999977,39.569436843000048,845,0009780443,St Anthony Summit Medical Center,340 Peak One Drive,Not Available,Frisco,CO,80443,Not Available,(970) 668-3300,General Acute Care Hospital,Open,34,Summit,08117,US,39.5694,-106.078,622210,General Medical And Surgical Hospitals,http://www.colorado.gov/cs/Satellite/CDPHE-CHEIS/CBON/1251596849638,2012-06-25T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.summitmedicalcenter.org,Not Available,Not Available,08,Non-profit,0,34,Not Available,Not Available,2012-11-20T00:00:00.000Z
-122.645716554999979,41.719373308000058,846,0012796097,Fairchild Medical Center,444 Bruce Street,Not Available,Yreka,CA,96097,Not Available,Not Available,General Acute Care Hospital,Open,25,Siskiyou,06093,US,41.7194,-122.646,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.fairchildmed.org,Not Available,Not Available,06,Non-profit,0,25,III,Not Available,2012-11-12T00:00:00.000Z
-122.321125688999985,41.318657379000051,847,0029296067,Mercy Medical Center Mt. Shasta,"914 Pine Street, Box 239",Not Available,Mount Shasta,CA,96067,Not Available,Not Available,General Acute Care Hospital,Open,33,Siskiyou,06093,US,41.3187,-122.321,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.mercymtshasta.org,Not Available,Not Available,06,Non-profit,0,33,III,Y,2012-11-12T00:00:00.000Z
-114.635383242999978,32.682747094000021,848,0010485364,Yuma Regional Medical Center,2400 S Ave A,Not Available,Yuma,AZ,85364,Not Available,(928) 344-2000,General Acute Care Hospital,Open,369,Yuma,04027,US,32.6827,-114.635,622210,General Medical And Surgical Hospitals,http://www.azdhs.gov/plan/crr/cr/uar_docs/2011_HOSPITAL_UAR.xls,2012-08-03T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,http://www.yumaregional.org,Not Available,Not Available,04,Non-profit,0,369,Not Available,Y,2012-08-07T00:00:00.000Z
-114.630043937999957,32.683327444000028,849,0010585364,Yuma Rehabilitation Hospital,901 W 24Th Street,Not Available,Yuma,AZ,85364,Not Available,(928) 314-8810,Rehabilitation Hospital,Open,41,Yuma,04027,US,32.6833,-114.63,622210,General Medical And Surgical Hospitals,http://www.azdhs.gov/plan/crr/cr/uar_docs/2011_HOSPITAL_UAR.xls,2012-08-03T00:00:00.000Z,Imagery,2013-12-10T00:00:00.000Z,http://www.yumarehabhospital.com,Not Available,Not Available,04,Proprietary,0,41,Not Available,Not Available,2012-08-07T00:00:00.000Z
-96.155771694999956,42.796092576000028,850,0002951031,Floyd Valley Hospital,Highway 3 East Po Box 10,Not Available,Lemars,IA,51031,Not Available,(712) 546-7871,General Acute Care Hospital,Open,25,Plymouth,19149,US,42.7961,-96.1558,622210,General Medical And Surgical Hospitals,ftp://ftp.igsb.uiowa.edu/gis_library/IA_State/Infrastructure/,2012-06-05T00:00:00.000Z,Imagery with Other,2014-01-08T00:00:00.000Z,http://www.floydvalleyhospital.org,Not Available,Not Available,19,Government - Local,0,25,Not Available,Not Available,2013-04-01T00:00:00.000Z
-121.913128651999941,36.57890186700007,851,0008193940,Community Hospital Monterey Peninsula,23625 W. R. Holman Highway,Not Available,Monterey,CA,93940,Not Available,Not Available,General Acute Care Hospital,Open,235,Monterey,06053,US,36.5789,-121.913,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.chomp.org,Not Available,Not Available,06,Non-profit,0,235,Not Available,Not Available,2012-11-12T00:00:00.000Z
-121.132857345999966,36.205812433000055,852,0014593930,George L Mee Memorial Hospital,300 Canal Street,Not Available,King City,CA,93930,Not Available,Not Available,General Acute Care Hospital,Open,119,Monterey,06053,US,36.2058,-121.133,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.meememorial.com,Not Available,Not Available,06,Non-profit,0,119,Not Available,Y,2012-11-12T00:00:00.000Z
-121.630590289999986,36.698516570000038,853,0031393906,Natividad Medical Center,1441 Constitution Boulevard,Not Available,Salinas,CA,93906,Not Available,Not Available,General Acute Care Hospital,Open,137,Monterey,06053,US,36.6985,-121.631,622210,General Medical And Surgical Hospitals,http://www.oshpd.ca.gov/HID/Products/Listings.html,2012-08-13T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.natividad.com,Not Available,Not Available,06,Government - Local,0,137,Not Available,Y,2012-11-12T00:00:00.000Z
